Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
7.95,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,100382.28,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.04,-0.02,9.51,-0.12,0.44,0.31,-106.00,13.88,39.19,0.67,-0.06,-0.74,-0.03,-155.55,-83.80,148.30,-247.00,0.00,0.00,0.00,0,0,3,0
7.96,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,100382.28,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.30,-0.02,9.60,0.12,1.00,0.62,-106.00,13.88,39.19,0.67,-0.06,-0.74,-0.03,-155.42,-83.80,148.18,-247.00,0.00,0.00,0.00,0,0,3,0
7.97,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,100382.28,24.40,0.00,0.00,0.00,,,0.00,0.00,0,0.01,0.12,9.45,-0.19,-1.19,-0.50,-106.69,13.06,40.38,0.67,-0.06,-0.74,-0.03,-155.46,-83.79,148.22,-247.00,0.00,0.00,0.00,0,0,3,0
7.99,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,100382.28,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.29,-0.08,9.67,0.19,0.62,0.56,-106.69,13.06,40.38,0.67,-0.06,-0.74,-0.03,-155.46,-83.79,148.22,-247.00,0.00,0.00,0.00,0,0,3,0
8.00,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.81,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.01,9.48,-0.06,-0.75,-0.50,-106.69,13.06,40.38,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.02,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.81,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.18,-0.01,9.61,-0.06,-0.12,-0.12,-107.50,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.03,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.81,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.07,0.07,9.44,0.00,-0.25,-0.25,-107.50,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.05,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.81,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.23,-0.05,9.63,0.06,0.19,0.25,-107.50,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.06,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.81,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.12,-0.08,9.48,0.06,0.19,0.06,-107.50,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.07,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,100382.94,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.00,9.59,0.00,0.12,-0.06,-106.38,14.19,41.19,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.09,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,100382.94,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.11,0.00,9.51,-0.12,-0.25,-0.19,-106.38,14.19,41.19,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.10,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,100382.94,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.02,9.51,0.06,0.00,-0.12,-106.38,14.19,41.19,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.11,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,100382.94,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.13,-0.11,9.53,-0.06,0.12,0.00,-106.38,14.19,41.19,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.13,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,100382.94,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.11,0.06,9.55,0.00,0.12,0.12,-107.06,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.14,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,100385.12,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.09,-0.05,9.55,-0.12,0.31,0.19,-107.06,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.15,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,100385.12,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.09,-0.06,9.52,-0.19,0.25,0.06,-107.06,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.17,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,100385.12,24.40,0.00,0.00,0.00,,,0.00,0.00,0,0.23,0.15,9.57,-0.31,0.00,0.25,-107.06,13.88,40.75,0.67,-0.06,-0.74,-0.03,-155.49,-83.79,148.24,-247.00,0.00,0.00,0.00,0,0,3,0
8.18,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,100385.12,24.40,0.00,0.00,0.00,,,0.00,0.00,0,0.94,0.08,9.62,-9.50,0.69,-0.88,-107.75,13.50,40.75,0.67,-0.06,-0.74,-0.03,-155.67,-83.80,148.30,-247.00,0.00,0.00,0.00,0,0,3,0
8.19,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,100385.12,24.40,0.00,0.00,0.00,,,0.00,0.00,0,3.33,1.55,8.97,-26.88,-1.62,0.25,-107.75,13.50,40.75,0.67,-0.06,-0.74,-0.03,-155.96,-83.78,148.34,-247.00,0.00,0.00,0.00,0,0,3,0
8.20,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.57,24.40,0.00,0.00,0.00,,,0.00,0.00,0,4.44,-0.69,8.59,-51.94,-1.06,3.19,-107.75,13.50,40.75,0.67,-0.07,-0.74,-0.04,-156.74,-83.74,147.95,-247.00,0.00,0.00,0.00,0,0,3,0
8.22,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.57,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.28,0.77,10.66,-79.25,-2.94,4.06,-106.38,13.69,42.06,0.67,-0.08,-0.74,-0.04,-157.23,-83.70,147.67,-247.00,0.00,0.00,0.00,0,0,3,0
8.23,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.57,24.40,0.00,0.00,0.00,,,0.00,0.00,0,0.80,-0.01,8.52,-84.38,-1.50,1.69,-106.38,13.69,42.06,0.67,-0.08,-0.74,-0.05,-157.96,-83.68,147.58,-247.00,0.00,0.00,0.00,0,0,3,0
8.25,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.57,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.72,-0.25,10.39,-87.31,-3.12,3.06,-106.38,13.69,42.06,0.67,-0.09,-0.74,-0.06,-159.35,-83.61,147.29,-247.00,0.00,0.00,0.00,0,0,3,0
8.26,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-1.60,0.25,12.99,-84.56,-5.25,5.31,-106.38,13.69,42.06,0.67,-0.10,-0.74,-0.06,-159.87,-83.54,147.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.27,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.34,-0.77,9.05,-83.25,-0.12,6.81,-107.06,13.00,44.06,0.67,-0.10,-0.74,-0.07,-160.12,-83.52,146.43,-243.25,0.00,0.00,0.00,0,0,3,0
8.28,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,0.39,-0.47,9.11,-79.31,4.44,7.19,-107.06,13.00,44.06,0.66,-0.11,-0.74,-0.07,-160.23,-83.54,145.77,-243.75,0.00,0.00,0.00,0,0,3,0
8.30,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,1.37,-0.02,8.61,-79.81,10.44,12.25,-107.06,13.00,44.06,0.66,-0.12,-0.73,-0.08,-159.45,-83.62,143.45,-183.61,0.00,0.00,0.00,0,0,3,0
8.31,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.40,1.36,8.17,-86.69,6.38,18.88,-107.06,13.00,44.06,0.66,-0.12,-0.73,-0.08,-158.58,-83.62,141.73,-119.11,0.00,0.00,0.00,0,0,3,0
8.32,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,100386.41,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.57,-1.88,10.31,-87.44,7.19,13.25,-107.06,10.38,43.06,0.66,-0.13,-0.73,-0.09,-158.12,-83.64,140.41,-118.16,0.00,0.00,0.00,0,0,3,0
8.34,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,100382.64,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-1.52,-0.53,9.51,-77.69,8.69,5.81,-107.06,10.38,43.06,0.66,-0.14,-0.73,-0.10,-157.86,-83.71,138.71,-130.60,0.00,0.00,0.00,0,0,3,0
8.35,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,100382.64,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-1.99,-0.25,8.85,-54.88,8.06,8.75,-107.06,10.38,43.06,0.66,-0.14,-0.73,-0.10,-157.36,-83.75,137.67,-108.69,0.00,0.00,0.00,0,0,3,0
8.37,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,100382.64,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-3.86,-1.04,9.59,-44.50,3.44,4.62,-107.06,10.38,43.06,0.66,-0.14,-0.73,-0.10,-157.30,-83.76,137.18,-125.70,0.00,0.00,0.00,0,0,3,0
8.38,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,100382.64,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-5.32,-0.05,8.77,-31.19,1.19,1.25,-109.38,7.38,44.00,0.66,-0.15,-0.73,-0.10,-157.51,-83.77,137.08,-128.75,0.00,0.00,0.00,0,0,3,0
8.39,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,100382.64,24.40,0.00,0.00,0.00,,,0.00,0.00,0,-0.54,-0.34,10.28,0.44,-1.00,-1.31,-109.38,7.38,44.00,0.66,-0.15,-0.73,-0.10,-157.34,-83.78,136.87,-181.81,0.00,0.00,0.00,0,0,3,0
8.40,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,100384.33,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.09,0.06,9.24,0.19,-2.69,-2.88,-109.38,7.38,44.00,0.66,-0.15,-0.73,-0.10,-157.64,-83.76,137.17,-196.83,0.00,0.00,0.00,0,0,3,0
8.42,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,100384.33,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.02,-0.08,9.27,-0.06,-0.50,-0.44,-109.38,7.38,44.00,0.66,-0.15,-0.73,-0.10,-157.64,-83.76,137.17,-210.96,0.00,0.00,0.00,0,0,3,0
8.43,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,100384.33,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.05,-0.02,9.56,0.19,1.38,1.62,-109.38,8.75,40.69,0.66,-0.15,-0.73,-0.10,-157.34,-83.78,136.87,-208.40,0.00,0.00,0.00,0,0,3,0
8.44,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,100384.33,24.41,0.00,0.00,0.00,,,0.00,0.00,0,0.02,-0.06,9.31,-0.12,-1.44,-1.38,-109.38,8.75,40.69,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-227.71,0.00,0.00,0.00,0,0,3,0
8.46,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,100382.73,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.05,-0.03,9.34,0.12,-0.62,-0.31,-109.38,8.75,40.69,0.66,-0.15,-0.73,-0.10,-157.52,-83.77,137.05,-244.57,0.00,0.00,0.00,0,0,3,0
8.47,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,100383.11,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.04,9.44,0.06,0.25,0.25,-109.69,8.06,35.69,0.66,-0.15,-0.73,-0.10,-157.39,-83.77,136.92,-239.30,0.00,0.00,0.00,0,0,3,0
8.48,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,100383.11,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.01,-0.06,9.35,-0.19,-0.69,-0.75,-109.69,8.06,35.69,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-245.41,0.00,0.00,0.00,0,0,3,0
8.50,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,100383.11,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.20,-0.10,9.63,-0.06,0.56,0.50,-109.69,8.06,35.69,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.51,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,100383.11,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.05,9.48,0.00,-0.31,-0.25,-109.69,8.06,35.69,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.52,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.30,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.24,-0.13,9.65,0.06,0.50,0.50,-108.50,8.50,34.06,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.54,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.30,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.06,9.50,-0.12,-0.38,-0.38,-108.50,8.50,34.06,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.55,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.30,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.07,9.56,0.00,0.19,0.12,-108.50,8.50,34.06,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.57,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.30,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.10,-0.04,9.47,0.00,-0.38,-0.31,-108.50,8.50,34.06,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.58,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,100386.30,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.20,-0.10,9.55,-0.19,-0.06,0.00,-108.50,9.56,34.50,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.60,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,100383.98,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.09,9.54,-0.19,-0.06,-0.31,-108.50,9.56,34.50,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.61,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,100383.98,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.19,-0.06,9.54,0.00,0.00,0.00,-108.50,9.56,34.50,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.62,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,100383.98,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.09,9.55,0.12,-0.12,-0.06,-110.00,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.64,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,100383.98,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.17,-0.06,9.54,0.12,0.00,0.12,-110.00,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.65,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,100382.21,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.18,-0.10,9.55,0.06,0.12,0.06,-110.00,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.67,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,100382.21,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.10,9.56,0.00,0.19,0.00,-110.00,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.68,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,100382.21,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.19,-0.09,9.48,0.06,-0.12,0.00,-108.19,9.19,33.75,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.69,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,100382.21,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.09,9.53,0.19,0.00,0.06,-108.19,9.19,33.75,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.71,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,100382.21,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.11,-0.11,9.53,-0.06,-0.06,0.06,-108.19,9.19,33.75,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.72,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.64,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.17,-0.02,9.49,0.06,0.06,0.00,-108.19,9.19,33.75,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.73,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,100383.64,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.12,-0.09,9.54,0.00,0.00,0.19,-110.00,8.88,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.86,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,100382.58,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.14,-0.09,9.57,0.00,0.06,-0.12,-110.38,9.19,35.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.88,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,100382.58,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.17,-0.09,9.57,-0.19,0.06,0.19,-110.38,9.19,35.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.89,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,100382.58,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.18,-0.05,9.51,0.06,-0.12,-0.12,-110.38,9.19,35.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.90,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,100382.58,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.12,-0.07,9.49,0.00,0.00,-0.12,-110.38,9.19,35.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.92,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100381.70,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.13,-0.11,9.51,0.06,0.00,-0.19,-110.38,9.19,35.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.93,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100381.70,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.20,-0.08,9.55,0.00,0.19,0.06,-107.75,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.95,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100381.70,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.19,-0.09,9.51,-0.06,0.00,-0.12,-107.75,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.96,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100381.70,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.10,9.55,-0.12,0.19,0.12,-107.75,9.19,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.97,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100381.70,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.15,-0.09,9.49,0.12,0.12,0.12,-110.38,8.50,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
8.99,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.80,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.17,-0.11,9.49,0.12,0.06,-0.06,-110.38,8.50,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
9.00,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.80,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.13,-0.07,9.51,-0.19,0.12,-0.06,-110.38,8.50,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
9.02,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.80,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.10,-0.09,9.51,0.06,-0.12,-0.12,-110.38,8.50,34.88,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
9.03,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,100382.80,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.07,9.55,0.06,-0.06,-0.06,-108.88,8.50,37.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
9.05,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,100383.34,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.08,9.51,-0.06,0.00,0.06,-108.88,8.50,37.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
9.06,Pre Launch,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,100383.34,24.41,0.00,0.00,0.00,,,0.00,0.00,0,-0.16,-0.10,9.55,0.12,0.06,-0.12,-108.88,8.50,37.25,0.66,-0.15,-0.73,-0.10,-157.47,-83.77,137.00,-247.00,0.00,0.00,0.00,0,0,3,0
